Country,Region,Year,Happiness_Rank,Happiness_Score,GDP_per_Capita,Social_support,Life_Expectancy,Freedom,Generosity,Corruption
Mexico,North_America,2021,36,6.317,1.126,0.83,0.634,0.585,0.092,0.089
Jamaica,North_America,2021,37,6.309,0.891,0.932,0.599,0.618,0.099,0.035
Lithuania,Europa,2021,38,6.255,1.35,1.065,0.612,0.476,0.056,0.073
Cyprus,Europa,2021,39,6.223,1.377,0.765,0.801,0.464,0.178,0.061
Estonia,Europa,2021,40,6.189,1.344,1.079,0.64,0.641,0.119,0.263
Panama,North_America,2021,41,6.18,1.298,0.976,0.667,0.596,0.079,0.053
Uzbekistan,Asia,2021,42,6.179,0.769,1.027,0.528,0.716,0.391,0.271
Chile,South_America,2021,43,6.172,1.2,0.946,0.678,0.438,0.159,0.07
Poland,Europa,2021,44,6.166,1.309,0.982,0.668,0.558,0.08,0.13
Kazakhstan,Asia,2021,45,6.152,1.23,1.103,0.527,0.573,0.143,0.132
Romania,Europa,2021,46,6.14,1.275,0.832,0.595,0.564,0.045,0.001
Kuwait,Asia,2021,47,6.106,1.461,0.857,0.58,0.591,0.12,0.13
Serbia,Europa,2021,48,6.078,1.101,0.924,0.634,0.482,0.189,0.066
El Salvador,North_America,2021,49,6.061,0.845,0.675,0.565,0.615,0.116,0.16
Mauritius,Africa,2021,50,6.049,1.178,0.996,0.574,0.59,0.153,0.096
Latvia,Europa,2021,51,6.032,1.285,1.047,0.587,0.405,0.082,0.089
Colombia,South_America,2021,52,6.012,1.021,0.866,0.615,0.554,0.1,0.063
Hungary,Europa,2021,53,5.992,1.301,1.083,0.615,0.454,0.067,0.04
Thailand,Asia,2021,54,5.985,1.107,0.957,0.596,0.611,0.375,0.028
Nicaragua,South_America,2021,55,5.972,0.693,0.904,0.604,0.553,0.201,0.176
Japan,Asia,2021,56,5.94,1.389,0.949,0.838,0.504,0.02,0.192
Argentina,South_America,2021,57,5.929,1.162,0.98,0.646,0.544,0.069,0.067
Portugal,Europa,2021,58,5.929,1.323,0.939,0.76,0.621,0.029,0.033
Honduras,North_America,2021,59,5.919,0.703,0.787,0.593,0.578,0.241,0.083
Croatia,Europa,2021,60,5.882,1.251,1.039,0.703,0.453,0.111,0.0
Philippines,Asia,2021,61,5.88,0.853,0.828,0.426,0.651,0.125,0.126
South Korea,Asia,2021,62,5.845,1.403,0.758,0.801,0.353,0.134,0.135
Peru,South_America,2021,63,5.84,0.986,0.833,0.623,0.536,0.087,0.031
Bosnia and Herzegovina,Europa,2021,64,5.813,1.032,0.919,0.618,0.395,0.261,0.005
Moldova,Europa,2021,65,5.766,0.985,0.888,0.542,0.536,0.137,0.013
Ecuador,South_America,2021,66,5.764,0.935,0.806,0.64,0.56,0.107,0.062
Kyrgyzstan,Asia,2021,67,5.744,0.665,0.971,0.501,0.673,0.266,0.02
Greece,Europa,2021,68,5.723,1.273,0.811,0.76,0.243,0.0,0.074
Bolivia,South_America,2021,69,5.716,0.842,0.782,0.486,0.6,0.138,0.064
Mongolia,Asia,2021,70,5.677,0.966,1.065,0.442,0.397,0.263,0.053
Paraguay,South_America,2021,71,5.653,0.983,0.97,0.549,0.602,0.206,0.037
Montenegro,Europa,2021,72,5.581,1.155,0.891,0.637,0.397,0.166,0.081
Dominican Republic,North_America,2021,73,5.545,1.106,0.879,0.555,0.581,0.101,0.144
Cyprus,Europa,2021,74,5.536,1.377,0.806,0.801,0.503,0.196,0.2
Belarus,Europa,2021,75,5.534,1.124,1.007,0.56,0.326,0.07,0.199
Russia,Asia,2021,76,5.477,1.241,0.992,0.511,0.409,0.115,0.06
Hong Kong,Asia,2021,77,5.477,1.525,0.841,0.893,0.408,0.232,0.342
Tajikistan,Asia,2021,78,5.466,0.508,0.895,0.498,0.548,0.152,0.247
Vietnam,Asia,2021,79,5.411,0.817,0.873,0.616,0.679,0.124,0.091
Libya,Africa,2021,80,5.41,1.044,0.821,0.435,0.474,0.131,0.174
Malaysia,Asia,2021,81,5.384,1.259,0.797,0.587,0.624,0.27,0.064
Indonesia,Asia,2021,82,5.345,0.954,0.786,0.433,0.598,0.541,0.046
Congo (Brazzaville),Africa,2021,83,5.342,0.518,0.392,0.307,0.381,0.144,0.124
China,Asia,2021,84,5.339,1.061,0.785,0.665,0.636,0.093,0.117
Ivory Coast,Africa,2021,85,5.306,0.669,0.409,0.052,0.438,0.177,0.092
Armenia,Asia,2021,86,5.283,0.996,0.758,0.585,0.54,0.079,0.198
Nepal,Asia,2021,87,5.269,0.519,0.702,0.496,0.488,0.287,0.135
Bulgaria,Europa,2021,88,5.266,1.181,1.055,0.583,0.494,0.125,0.005
Maldives,Asia,2021,89,5.198,1.115,1.015,0.697,0.575,0.204,0.073
Azerbaijan,Asia,2021,90,5.171,1.025,0.841,0.541,0.526,0.043,0.276
Cameroon,Africa,2021,91,5.142,0.543,0.556,0.159,0.425,0.205,0.058
Senegal,Africa,2021,92,5.132,0.518,0.558,0.357,0.381,0.158,0.088
Albania,Europa,2021,93,5.117,1.008,0.529,0.646,0.491,0.168,0.024
Macedonia,Europa,2021,94,5.101,1.068,0.772,0.535,0.45,0.212,0.022
Ghana,Africa,2021,95,5.088,0.68,0.595,0.287,0.517,0.268,0.058
Niger,Africa,2021,96,5.074,0.162,0.402,0.167,0.516,0.2,0.157
Turkmenistan,Asia,2021,97,5.066,1.046,1.172,0.439,0.602,0.366,0.033
Gambia,Africa,2021,98,5.051,0.367,0.511,0.21,0.384,0.465,0.123
Benin,Africa,2021,99,5.045,0.507,0.058,0.196,0.457,0.166,0.178
Laos,Asia,2021,100,5.03,0.808,0.598,0.33,0.643,0.268,0.179
Bangladesh,Asia,2021,101,5.025,0.635,0.52,0.514,0.603,0.161,0.164
Guinea,Africa,2021,102,4.984,0.42,0.399,0.206,0.384,0.25,0.111
South Africa,Africa,2021,103,4.956,0.967,0.895,0.265,0.447,0.144,0.051
Turkey,Asia,2021,104,4.948,1.26,0.809,0.59,0.236,0.097,0.104
Pakistan,Asia,2021,105,4.934,0.637,0.423,0.322,0.418,0.252,0.097
Morocco,Africa,2021,106,4.918,0.792,0.219,0.558,0.477,0.034,0.088
Venezuela,South_America,2021,107,4.892,0.852,0.897,0.574,0.284,0.078,0.072
Georgia,Europa,2021,108,4.891,1.03,0.47,0.498,0.488,0.032,0.181
Algeria,Africa,2021,109,4.887,0.946,0.765,0.552,0.119,0.144,0.12
Ukraine,Europa,2021,110,4.875,0.979,0.958,0.517,0.417,0.181,0.01
Iraq,Asia,2021,111,4.854,0.91,0.638,0.381,0.302,0.153,0.041
Gabon,Africa,2021,112,4.852,1.037,0.707,0.362,0.424,0.058,0.064
Burkina Faso,Africa,2021,113,4.834,0.364,0.472,0.179,0.381,0.182,0.122
Cambodia,Africa,2021,114,4.83,0.603,0.68,0.426,0.702,0.21,0.061
Mozambique,Africa,2021,115,4.794,0.183,0.634,0.196,0.608,0.228,0.163
Nigeria,Africa,2021,116,4.759,0.663,0.625,0.051,0.433,0.212,0.039
Mali,Africa,2021,117,4.723,0.387,0.59,0.11,0.384,0.164,0.072
Iran,Asia,2021,118,4.721,1.03,0.557,0.561,0.275,0.33,0.144
Uganda,Africa,2021,119,4.636,0.364,0.718,0.24,0.398,0.267,0.054
Liberia,Africa,2021,120,4.625,0.228,0.58,0.253,0.43,0.221,0.057
Kenya,Africa,2021,121,4.607,0.603,0.508,0.385,0.483,0.375,0.073
Tunisia,Africa,2021,122,4.596,0.919,0.515,0.59,0.334,0.057,0.044
Lebanon,Asia,2021,123,4.584,1.045,0.868,0.595,0.175,0.14,0.026
Namibia,Africa,2021,124,4.574,0.882,0.801,0.262,0.411,0.091,0.059
Palestinian Territories,Asia,2021,125,4.517,0.646,0.819,0.434,0.33,0.082,0.075
Myanmar,Asia,2021,126,4.426,0.666,0.713,0.341,0.601,0.52,0.178
Jordan,Asia,2021,127,4.395,0.89,0.685,0.583,0.455,0.079,0.15
Chad,Africa,2021,128,4.355,0.255,0.353,0.0,0.24,0.215,0.084
Sri Lanka,Asia,2021,129,4.325,0.99,0.82,0.593,0.559,0.239,0.049
Swaziland,Africa,2021,130,4.308,0.849,0.693,0.074,0.323,0.067,0.147
Comoros,Africa,2021,131,4.289,0.488,0.367,0.279,0.202,0.241,0.101
Egypt,Africa,2021,132,4.283,0.954,0.647,0.426,0.446,0.069,0.092
Ethiopia,Africa,2021,133,4.275,0.37,0.679,0.331,0.451,0.241,0.114
Mauritania,Africa,2021,134,4.227,0.666,0.749,0.273,0.218,0.119,0.133
Madagascar,Africa,2021,135,4.208,0.266,0.503,0.341,0.207,0.185,0.087
Togo,Africa,2021,136,4.107,0.254,0.239,0.203,0.289,0.209,0.107
Zambia,Africa,2021,137,4.073,0.528,0.552,0.231,0.487,0.227,0.074
Sierra Leone,Africa,2021,138,3.849,0.279,0.377,0.1,0.408,0.243,0.047
India,Asia,2021,139,3.819,0.741,0.316,0.383,0.622,0.246,0.106
Burundi,Africa,2021,140,3.775,0.0,0.062,0.155,0.298,0.172,0.212
Yemen,Asia,2021,141,3.658,0.329,0.831,0.272,0.268,0.092,0.089
Tanzania,Africa,2021,142,3.623,0.433,0.54,0.3,0.549,0.307,0.231
Haiti,North_America,2021,143,3.615,0.294,0.173,0.227,0.257,0.463,0.139
Malawi,Africa,2021,144,3.6,0.113,0.168,0.298,0.484,0.213,0.134
Lesotho,Africa,2021,145,3.512,0.451,0.731,0.007,0.405,0.103,0.015
Botswana,Africa,2021,146,3.467,1.099,0.724,0.34,0.539,0.027,0.088
Rwanda,Africa,2021,147,3.415,0.364,0.202,0.407,0.627,0.227,0.493
Zimbabwe,Africa,2021,148,3.145,0.457,0.649,0.243,0.359,0.157,0.075
Afghanistan,Asia,2021,149,2.523,0.37,0.0,0.126,0.0,0.122,0.01
Finland,Europa,2022,1,7.821,1.892,1.258,0.775,0.736,0.109,0.534
Denmark,Europa,2022,2,7.636,1.953,1.243,0.777,0.719,0.188,0.532
Iceland,Europa,2022,3,7.557,1.936,1.32,0.803,0.718,0.27,0.191
Switzerland,Europa,2022,4,7.512,2.026,1.226,0.822,0.677,0.147,0.461
Netherlands,Europa,2022,5,7.415,1.945,1.206,0.787,0.651,0.271,0.419
Luxembourg,Europa,2022,6,7.404,2.209,1.155,0.79,0.7,0.12,0.388
Sweden,Europa,2022,7,7.384,1.92,1.204,0.803,0.724,0.218,0.512
Norway,Europa,2022,8,7.365,1.997,1.239,0.786,0.728,0.217,0.474
Israel,Asia,2022,9,7.364,1.826,1.221,0.818,0.568,0.155,0.143
New Zealand,Oceania,2022,10,7.2,1.852,1.235,0.752,0.68,0.245,0.483
Austria,Europa,2022,11,7.163,1.931,1.165,0.774,0.623,0.193,0.329
Australia,Oceania,2022,12,7.162,1.9,1.203,0.772,0.676,0.258,0.341
Ireland,Europa,2022,13,7.041,2.129,1.166,0.779,0.627,0.19,0.408
Germany,Europa,2022,14,7.034,1.924,1.088,0.776,0.585,0.163,0.358
Canada,North_America,2022,15,7.025,1.886,1.188,0.783,0.659,0.217,0.368
United States,North_America,2022,16,6.977,1.982,1.182,0.628,0.574,0.22,0.177
United Kingdom,Europa,2022,17,6.943,1.867,1.143,0.75,0.597,0.289,0.329
Czech Republic,Europa,2022,18,6.92,1.815,1.26,0.715,0.66,0.158,0.048
Belgium,Europa,2022,19,6.805,1.907,1.106,0.764,0.492,0.049,0.204
France,Europa,2022,20,6.687,1.863,1.219,0.808,0.567,0.07,0.266
Bahrain,Asia,2022,21,6.647,1.854,1.029,0.625,0.693,0.199,0.155
Slovenia,Europa,2022,22,6.63,1.81,1.249,0.769,0.685,0.118,0.115
Costa Rica,North_America,2022,23,6.582,1.584,1.054,0.744,0.661,0.089,0.102
United Arab Emirates,Asia,2022,24,6.576,1.998,0.98,0.633,0.702,0.204,0.25
Saudi Arabia,Asia,2022,25,6.523,1.87,1.092,0.577,0.651,0.078,0.18
Taiwan,Asia,2022,26,6.512,1.897,1.095,0.733,0.542,0.075,0.168
Singapore,Asia,2022,27,6.48,2.149,1.127,0.851,0.672,0.163,0.587
Romania,Europa,2022,28,6.477,1.719,1.006,0.655,0.605,0.039,0.006
Spain,Europa,2022,29,6.476,1.808,1.211,0.808,0.505,0.101,0.149
Uruguay,South_America,2022,30,6.474,1.615,1.18,0.672,0.665,0.103,0.265
Italy,Europa,2022,31,6.467,1.834,1.052,0.801,0.412,0.085,0.059
Kosovo,Europa,2022,32,6.455,1.362,0.949,0.569,0.599,0.309,0.035
Malta,Europa,2022,33,6.447,1.838,1.169,0.789,0.679,0.174,0.166
Lithuania,Europa,2022,34,6.446,1.804,1.204,0.659,0.496,0.053,0.077
Slovakia,Europa,2022,35,6.391,1.736,1.232,0.707,0.479,0.118,0.025
Estonia,Europa,2022,36,6.341,1.793,1.232,0.728,0.689,0.123,0.333
Panama,North_America,2022,37,6.309,1.715,1.107,0.709,0.592,0.049,0.051
Brazil,South_America,2022,38,6.293,1.462,1.044,0.615,0.546,0.131,0.134
Guatemala,North_America,2022,39,6.262,1.274,0.831,0.522,0.662,0.112,0.115
Kazakhstan,Asia,2022,40,6.234,1.668,1.22,0.611,0.584,0.134,0.157
Cyprus,Europa,2022,41,6.221,1.815,0.909,0.819,0.448,0.123,0.062
Latvia,Europa,2022,42,6.18,1.732,1.221,0.637,0.502,0.075,0.09
Serbia,Europa,2022,43,6.178,1.55,1.086,0.658,0.546,0.219,0.088
Chile,South_America,2022,44,6.172,1.651,1.08,0.748,0.46,0.124,0.069
Nicaragua,South_America,2022,45,6.165,1.105,1.029,0.617,0.617,0.168,0.212
Mexico,North_America,2022,46,6.128,1.552,0.886,0.623,0.621,0.092,0.115
Croatia,Europa,2022,47,6.125,1.705,1.183,0.709,0.535,0.109,0.0
Poland,Europa,2022,48,6.123,1.758,1.174,0.712,0.523,0.124,0.14
El Salvador,North_America,2022,49,6.12,1.265,0.768,0.607,0.666,0.089,0.212
Kuwait,Asia,2022,50,6.106,1.904,0.983,0.747,0.617,0.087,0.147
Hungary,Europa,2022,51,6.086,1.748,1.233,0.668,0.485,0.078,0.064
Mauritius,Africa,2022,52,6.071,1.591,1.116,0.568,0.589,0.131,0.107
Uzbekistan,Asia,2022,53,6.063,1.219,1.092,0.6,0.716,0.283,0.24
Japan,Asia,2022,54,6.039,1.835,1.089,0.866,0.537,0.007,0.218
Honduras,North_America,2022,55,6.022,1.111,0.885,0.555,0.582,0.202,0.076
Portugal,Europa,2022,56,6.016,1.76,1.078,0.777,0.655,0.016,0.039
Argentina,South_America,2022,57,5.967,1.592,1.102,0.662,0.555,0.081,0.085
Greece,Europa,2022,58,5.948,1.703,0.98,0.774,0.249,0.015,0.108
South Korea,Asia,2022,59,5.935,1.851,0.886,0.841,0.414,0.111,0.176
Philippines,Asia,2022,60,5.904,1.268,0.912,0.514,0.678,0.107,0.142
Thailand,Asia,2022,61,5.891,1.535,1.096,0.697,0.617,0.321,0.026
Moldova,Europa,2022,62,5.857,1.417,1.008,0.597,0.561,0.102,0.028
Jamaica,North_America,2022,63,5.85,1.296,1.045,0.646,0.567,0.08,0.053
Kyrgyzstan,Asia,2022,64,5.828,1.069,1.109,0.638,0.693,0.208,0.025
Belarus,Europa,2022,65,5.821,1.562,1.157,0.629,0.342,0.04,0.282
Colombia,South_America,2022,66,5.781,1.452,0.929,0.72,0.545,0.087,0.077
Bosnia and Herzegovina,Europa,2022,67,5.768,1.468,1.068,0.665,0.448,0.244,0.006
Mongolia,Asia,2022,68,5.761,1.393,1.197,0.467,0.398,0.247,0.059
Dominican Republic,North_America,2022,69,5.737,1.538,1.003,0.577,0.606,0.084,0.179
Malaysia,Asia,2022,70,5.711,1.689,0.938,0.62,0.654,0.213,0.126
Bolivia,South_America,2022,71,5.6,1.256,0.88,0.555,0.627,0.112,0.064
China,Asia,2022,72,5.585,1.508,0.958,0.705,0.656,0.099,0.142
Paraguay,South_America,2022,73,5.578,1.409,1.13,0.624,0.629,0.171,0.059
Peru,South_America,2022,74,5.559,1.397,0.865,0.735,0.545,0.09,0.037
Montenegro,Europa,2022,75,5.547,1.573,1.023,0.659,0.46,0.135,0.077
Ecuador,South_America,2022,76,5.533,1.352,0.879,0.708,0.565,0.08,0.083
Vietnam,Asia,2022,77,5.485,1.252,0.932,0.611,0.707,0.143,0.105
Turkmenistan,Asia,2022,78,5.474,1.484,1.319,0.516,0.649,0.314,0.032
Cyprus,Europa,2022,79,5.467,1.815,0.888,0.819,0.523,0.13,0.213
Russia,Asia,2022,80,5.459,1.685,1.095,0.586,0.401,0.117,0.08
Hong Kong,Asia,2022,81,5.425,1.957,0.954,0.942,0.4,0.147,0.383
Armenia,Asia,2022,82,5.399,1.434,0.82,0.668,0.558,0.054,0.21
Tajikistan,Asia,2022,83,5.377,0.966,1.005,0.518,0.572,0.118,0.304
Nepal,Asia,2022,84,5.377,0.984,0.784,0.499,0.519,0.237,0.13
Bulgaria,Europa,2022,85,5.371,1.625,1.163,0.64,0.563,0.123,0.021
Libya,Africa,2022,86,5.33,1.476,0.943,0.606,0.477,0.106,0.179
Indonesia,Asia,2022,87,5.24,1.382,0.883,0.539,0.62,0.468,0.047
Ivory Coast,Africa,2022,88,5.235,1.094,0.442,0.322,0.451,0.149,0.124
Macedonia,Europa,2022,89,5.199,1.505,0.863,0.637,0.488,0.215,0.031
Albania,Europa,2022,90,5.199,1.439,0.646,0.719,0.511,0.138,0.028
South Africa,Africa,2022,91,5.194,1.425,1.088,0.361,0.442,0.089,0.046
Azerbaijan,Asia,2022,92,5.173,1.458,1.093,0.56,0.601,0.023,0.341
Gambia,Africa,2022,93,5.164,0.785,0.621,0.369,0.367,0.388,0.103
Bangladesh,Asia,2022,94,5.155,1.06,0.614,0.581,0.622,0.125,0.187
Laos,Asia,2022,95,5.14,1.239,0.654,0.479,0.679,0.197,0.184
Algeria,Africa,2022,96,5.122,1.363,0.97,0.643,0.146,0.106,0.15
Liberia,Africa,2022,97,5.122,0.636,0.67,0.309,0.405,0.178,0.08
Ukraine,Europa,2022,98,5.084,1.411,1.081,0.583,0.473,0.188,0.017
Congo (Kinshasa),Africa,2022,99,5.075,0.95,0.405,0.355,0.431,0.13,0.146
Morocco,Africa,2022,100,5.06,1.208,0.268,0.565,0.492,0.02,0.102
Mozambique,Africa,2022,101,5.048,0.578,0.66,0.191,0.593,0.185,0.2
Cameroon,Africa,2022,102,5.048,0.968,0.672,0.317,0.397,0.152,0.074
Senegal,Africa,2022,103,5.046,0.933,0.53,0.447,0.494,0.143,0.081
Niger,Africa,2022,104,5.003,0.57,0.56,0.326,0.571,0.165,0.145
Georgia,Europa,2022,105,4.973,1.467,0.612,0.595,0.508,0.0,0.208
Gabon,Africa,2022,106,4.958,1.459,0.738,0.396,0.343,0.032,0.099
Iraq,Asia,2022,107,4.941,1.289,0.682,0.554,0.328,0.147,0.046
Venezuela,South_America,2022,108,4.925,0.0,0.968,0.578,0.283,0.225,0.082
Guinea,Africa,2022,109,4.891,0.848,0.566,0.275,0.334,0.214,0.116
Iran,Asia,2022,110,4.888,1.41,0.741,0.642,0.281,0.241,0.146
Ghana,Africa,2022,111,4.872,1.112,0.595,0.409,0.5,0.23,0.056
Turkey,Asia,2022,112,4.744,1.707,0.865,0.702,0.209,0.087,0.115
Burkina Faso,Africa,2022,113,4.67,0.779,0.565,0.32,0.382,0.186,0.126
Cambodia,Africa,2022,114,4.64,1.019,0.732,0.505,0.74,0.166,0.068
Benin,Africa,2022,115,4.623,0.932,0.064,0.335,0.479,0.127,0.23
Comoros,Africa,2022,116,4.609,0.899,0.476,0.424,0.185,0.195,0.125
Uganda,Africa,2022,117,4.603,0.777,0.875,0.418,0.402,0.222,0.066
Nigeria,Africa,2022,118,4.552,1.079,0.732,0.3,0.444,0.175,0.038
Kenya,Africa,2022,119,4.543,1.032,0.605,0.401,0.44,0.322,0.082
Tunisia,Africa,2022,120,4.516,1.35,0.596,0.656,0.316,0.029,0.029
Pakistan,Asia,2022,121,4.516,1.049,0.413,0.374,0.448,0.181,0.112
Palestinian Territories,Asia,2022,122,4.483,1.148,0.957,0.521,0.336,0.073,0.079
Mali,Africa,2022,123,4.479,0.792,0.483,0.311,0.35,0.128,0.042
Namibia,Africa,2022,124,4.459,1.292,0.877,0.354,0.384,0.067,0.071
Eswatini,Africa,2022,125,4.396,1.274,0.786,0.197,0.259,0.038,0.154
Myanmar,Asia,2022,126,4.394,1.038,0.829,0.491,0.513,0.452,0.194
Sri Lanka,Asia,2022,127,4.362,1.415,0.934,0.66,0.529,0.15,0.079
Madagascar,Africa,2022,128,4.339,0.67,0.645,0.378,0.202,0.143,0.154
Egypt,Africa,2022,129,4.288,1.388,0.732,0.548,0.469,0.041,0.254
Chad,Africa,2022,130,4.251,0.662,0.506,0.225,0.18,0.182,0.077
Ethiopia,Africa,2022,131,4.241,0.788,0.809,0.457,0.472,0.205,0.136
Yemen,Asia,2022,132,4.197,0.691,1.043,0.384,0.33,0.09,0.098
Mauritania,Africa,2022,133,4.153,1.1,0.865,0.45,0.304,0.088,0.138
Jordan,Asia,2022,134,4.152,1.324,0.724,0.675,0.476,0.058,0.2
Togo,Africa,2022,135,4.112,0.771,0.322,0.36,0.292,0.174,0.132
India,Asia,2022,136,3.777,1.167,0.376,0.471,0.647,0.198,0.123
Zambia,Africa,2022,137,3.76,0.93,0.577,0.306,0.525,0.203,0.083
Malawi,Africa,2022,138,3.75,0.648,0.279,0.388,0.477,0.14,0.157
Tanzania,Africa,2022,139,3.702,0.848,0.597,0.425,0.578,0.248,0.27
Sierra Leone,Africa,2022,140,3.574,0.686,0.416,0.273,0.387,0.202,0.055
Lesotho,Africa,2022,141,3.512,0.839,0.848,0.0,0.419,0.076,0.018
Botswana,Africa,2022,142,3.471,1.503,0.815,0.28,0.571,0.012,0.102
Rwanda,Africa,2022,143,3.268,0.785,0.133,0.462,0.621,0.187,0.544
Zimbabwe,Africa,2022,144,2.995,0.947,0.69,0.27,0.329,0.106,0.105
Lebanon,Asia,2022,145,2.955,1.392,0.498,0.631,0.103,0.082,0.034
Afghanistan,Asia,2022,146,2.404,0.758,0.0,0.289,0.0,0.089,0.005
